NLOS,RANGE,FP_IDX,FP_AMP1,FP_AMP2,FP_AMP3,CIR_PWR,STDEV_NOISE,MAX_NOISE,RXPACC
0,1.94,743,14621,2183,3735,7357,56,1016,378
1,9.17,728,811,787,1214,3384,72,1111,1025
0,3.84,748,10147,12412,17952,10051,64,1400,347
0,2.69,745,11275,12423,8916,16585,64,958,562
0,7.91,742,11961,9385,5760,4257,80,1200,1024
1,6.71,749,15226,18184,16168,21624,80,1206,776
0,1.07,750,15332,17882,10273,13014,120,2810,297
1,8.18,738,3198,3498,2508,9136,80,1218,1025
0,4.59,745,8749,19231,15675,14455,64,949,736
1,2.13,744,106,10585,9006,6013,60,914,1024
0,2.76,743,17910,18653,11083,10891,40,770,400
0,0.95,750,9321,17887,15842,9955,36,967,261
1,5.41,740,1873,2351,1873,920,72,1089,1024
0,1.95,745,11298,5955,4625,10652,56,1332,306
0,4.7,750,6432,11314,7106,17614,104,1768,422
1,3.7,745,7713,18860,15471,10366,72,1096,885
1,3.85,744,5551,6445,4375,4849,80,1199,1024
1,1.4,737,1413,2465,3013,7361,64,936,586
1,0.78,751,14184,16655,13830,8166,60,1468,263
0,1.11,750,6817,19418,17914,12168,80,2064,299
1,3.23,741,308,3711,2968,1729,76,1139,1024
1,5.44,741,2193,3883,4810,1055,72,1078,960
0,4.65,747,7652,18525,16256,7339,48,1090,316
1,8.33,741,222,1512,1317,4200,80,1192,1025
1,5.42,744,3632,4548,4973,4803,80,1193,1024
0,4.15,747,5193,14690,10834,19283,72,1080,804
1,8.06,747,11096,5682,4314,3207,84,1260,1024
0,0.07,745,17969,17289,14089,10702,112,2973,263
1,1.17,743,4893,10049,6815,9834,56,832,639
0,1.41,746,15660,20171,18108,15576,76,1943,309
0,4.01,750,12109,20019,17980,9109,64,959,591
1,5.59,745,5258,3583,4813,4428,100,1504,1024
0,0.69,751,19552,19465,15083,13614,100,2553,296
0,1.94,746,15365,17348,17912,12848,64,1540,295
1,1.46,749,5399,12255,17234,5729,124,1893,478
1,8.93,741,2261,2049,2377,4228,76,1129,1025
1,4.73,744,4533,7348,9073,4620,72,1081,1024
1,4.82,740,1677,1704,1418,1711,76,1144,1024
0,2.44,744,11809,19693,13588,8842,36,862,325
0,2.45,745,16231,15520,9556,11937,64,1524,280
0,1.36,748,10194,19633,17542,20622,64,948,520
1,10.9,719,728,1240,796,1212,72,1086,992
1,3.35,738,1467,2253,2011,2612,68,1020,1024
1,3.98,745,4568,3186,5173,5404,72,1067,1024
0,3.01,744,3129,19714,19433,11093,76,1952,300
0,0.28,746,19123,19125,12151,11925,76,1932,293
1,8.24,743,9711,7046,9793,15113,68,1008,818
1,2.79,743,8844,15106,10270,8681,60,919,1024
0,4.94,751,7904,10236,14394,11525,64,1450,312
0,1.05,745,4538,10619,8390,13244,108,2247,305
1,2.72,743,12728,9911,7754,4778,76,1135,1024
1,4.77,729,433,2157,2205,2287,68,1033,1024
1,2.93,749,11540,18417,11965,23520,68,1027,938
1,6.77,741,5376,3361,2522,10972,80,1193,1024
1,1.75,750,6978,12210,12601,11997,204,3127,766
1,8.14,739,193,780,1387,5023,80,1176,1024
1,6.14,746,3112,7968,8768,18610,64,968,638
0,1.07,747,2017,2634,2066,11934,72,1543,363
0,3.55,745,6442,20088,16443,11120,44,755,473
1,7.94,745,9678,4187,4393,15312,64,945,711
0,3.54,746,9578,6245,11777,12058,96,2205,306
0,2.26,744,18483,5371,4969,9970,48,817,444
0,1.36,748,8975,16087,11994,11929,92,2174,281
0,4.66,748,9721,11835,11062,17752,60,892,483
1,3.38,734,1622,3395,2189,2064,76,1135,1024
1,5.82,748,5202,9083,7897,18166,60,883,497
1,5.54,747,7082,14104,11575,7382,68,1016,1024
1,4.02,743,1493,5848,4936,18057,60,903,743
1,4.67,746,11876,17407,13808,8560,60,896,595
0,2.29,745,9694,3243,1804,9090,56,1333,271
1,8.67,748,8355,8716,5183,8112,52,793,574
0,3.29,749,12412,16986,10126,8668,48,901,363
0,4.22,747,15324,17663,10645,15153,96,1620,422
0,2.19,751,16486,12876,17814,20815,124,2419,361
1,8.84,742,3521,5601,5052,1904,88,1319,1025
0,1.42,749,14877,17328,16194,11482,44,1003,307
0,0.91,747,16019,18517,12321,12093,48,1004,347
0,0.37,747,16790,17986,17536,12428,84,2121,269
1,5.96,746,745,8777,5804,7813,248,3806,1024
1,3.83,746,3399,6870,8080,15782,68,1018,936
0,3.67,746,17405,20181,13857,9386,36,830,357
1,3.7,745,8538,7642,5287,9985,76,1146,755
1,1.38,750,8372,17397,15005,8430,88,1406,448
0,4.85,743,10942,19209,11858,8422,48,951,391
1,8.39,737,2508,2341,1780,9710,76,1120,1025
0,1.66,749,17670,16885,14853,13928,48,812,434
0,1.24,747,9478,17024,17101,13320,52,1073,319
1,6.67,747,6465,917,4195,2531,160,2436,1024
0,2.86,751,7737,14283,14164,15463,88,1657,357
0,3.89,744,12137,18094,12767,7752,64,1676,280
0,4.08,751,8169,11649,12213,14661,56,887,449
0,4.89,751,5411,10444,11561,16750,88,1600,418
1,5.23,749,2887,6393,5085,4112,80,1185,1024
0,2.18,749,16488,17902,16695,16360,68,1208,386
1,8.31,747,5513,7132,5832,1562,68,1026,1024
0,2.0,749,14962,19418,14638,8943,52,1086,364
1,6.16,746,8752,8270,5195,11608,48,946,358
1,8.2,745,7147,5774,6247,7944,72,1081,1024
1,4.84,738,1212,3517,2147,4334,72,1088,1024
1,4.6,739,1532,1702,3021,12621,76,1139,1024
1,3.44,750,8204,9717,9916,10333,44,749,448
0,3.31,750,13147,10571,12726,16862,64,965,776
1,2.18,743,711,2256,1863,683,60,911,768
1,3.04,747,5835,8009,5723,7276,72,1068,1024
0,2.22,753,133,17470,16233,8961,40,1042,268
1,6.34,746,14096,16083,9307,16218,48,713,524
1,3.06,744,5688,8394,7961,7440,56,852,743
0,1.36,750,19966,20246,12365,11515,76,1933,309
1,0.98,744,2915,15774,16598,11132,52,1130,303
1,5.95,733,3132,3472,3171,1372,92,1376,992
0,1.47,751,13582,11277,13305,11319,88,2256,262
0,0.9,748,7088,16804,15522,12977,92,1818,335
1,5.24,740,431,1852,1930,688,56,848,800
0,1.73,749,13437,16706,13405,11741,64,1540,277
1,5.93,743,2804,5131,6593,2522,76,1142,1024
1,8.89,743,2946,4755,3894,6413,72,1077,1024
0,2.8,726,8039,19736,17904,9065,108,2168,387
1,1.16,748,13708,17009,9841,8543,60,1344,297
0,6.61,749,12076,3725,3037,7761,96,1943,369
1,6.6,743,5770,4267,4030,1608,80,1195,1024
0,2.45,747,4377,678,1716,16733,52,883,435
1,5.21,739,3017,2026,1176,5009,72,1073,1024
0,3.58,745,16394,9055,16053,14326,60,903,858
0,5.38,748,6083,18070,15302,7988,100,1721,445
0,0.97,749,18533,18233,15911,12595,136,3450,279
0,1.34,743,19316,19577,13710,11722,152,3983,286
1,6.97,745,11329,9086,8771,20243,100,1627,488
0,6.74,744,12608,16840,9739,6772,60,902,533
0,0.48,746,16744,18052,13955,11076,72,1894,266
0,2.28,751,7875,16898,14821,22296,68,1013,472
1,5.03,745,3215,5072,3435,6214,72,1075,1024
0,4.67,745,4058,16921,13941,9128,40,674,392
0,4.82,751,14954,13824,10458,12991,96,1749,383
0,1.21,747,16987,18292,11851,11139,52,1344,279
0,4.7,750,15571,17606,12980,11368,52,930,397
0,2.66,750,10500,17274,15244,8668,44,1060,280
1,1.15,747,3557,11254,6480,13440,64,966,734
1,4.03,748,148,6699,5510,3310,72,1070,1024
1,7.2,747,2688,2900,2279,17386,68,1021,889
1,8.58,737,2237,1711,1024,10189,60,912,1025
0,2.41,746,7554,19339,16428,12930,52,1182,342
0,3.15,747,19430,20078,11232,14933,80,1568,403
1,0.88,751,11192,18536,13341,10117,44,1147,277
1,6.92,742,2914,3464,2434,4828,72,1079,1024
1,5.78,748,6749,7635,5010,3670,64,975,1024
1,3.11,744,9097,16464,12466,5874,44,706,418
0,0.9,747,17602,17207,16426,9643,84,2177,266
0,1.95,747,17617,17733,12623,11005,84,2158,265
1,6.37,732,2566,2691,1575,1707,76,1142,1024
0,0.58,749,18324,17865,15565,11027,112,2971,271
0,4.34,747,14283,18320,12650,12247,48,1005,341
1,1.55,751,9723,16566,19232,12405,136,2218,527
1,4.6,745,7483,6258,4705,3977,72,1073,1024
1,6.12,748,10404,11674,11626,9352,68,1023,1024
1,4.71,747,8871,19397,16602,13181,76,1146,672
0,1.63,749,10636,7845,14418,16505,56,1187,366
0,5.81,749,1954,18427,16795,12165,52,895,446
0,2.66,750,10845,18042,14005,8301,44,1062,301
0,0.83,749,9044,15362,17548,19730,108,2011,401
0,1.91,746,10162,14550,16130,11244,36,756,328
1,1.15,746,14652,17713,10895,7540,88,1602,382
1,2.04,731,928,1784,1454,1802,68,1025,1024
1,3.08,748,3221,5088,3878,7758,44,955,328
1,7.03,743,4098,5121,3360,18535,68,1020,1024
0,2.83,746,135,16283,17187,13985,52,893,414
0,0.85,744,10981,16609,17604,14750,92,2043,299
1,5.02,741,6311,1776,1288,4830,76,1130,1024
1,8.38,741,1676,3620,2642,7323,76,1138,1024
0,0.69,743,20025,19069,17522,13556,124,3137,301
1,3.16,747,3820,6978,7044,2767,68,1030,1024
0,7.88,745,3996,7433,6057,3151,68,1025,1025
0,4.05,750,8530,11336,13382,9072,68,1355,356
1,1.49,749,10117,20377,19007,10048,60,1070,444
1,5.55,734,4198,6919,5231,2954,76,1138,1024
0,3.75,747,7687,19989,14043,9436,76,1972,310
1,1.55,749,2882,4774,3388,7172,48,815,407
0,3.72,743,13310,10067,6034,15757,68,1128,401
1,5.88,747,6064,8489,5056,7252,88,1320,1024
1,1.21,746,15283,18497,14575,10165,56,1500,269
0,2.97,749,2684,16001,14205,16417,72,1432,367
0,5.09,747,5434,17728,16993,12755,52,783,492
0,1.81,749,5034,18512,17254,8253,56,1410,292
0,2.45,747,15320,16887,12449,6766,44,1091,267
0,2.17,749,11674,17576,14796,6276,64,1533,284
0,1.58,749,12147,17683,11744,11334,88,2251,273
0,5.94,745,12277,17222,11882,14458,52,793,543
1,1.14,750,7287,16441,16669,8858,48,1097,293
1,12.49,737,1528,775,1246,1676,76,1137,929
0,5.8,750,16573,14605,11485,23634,120,1806,538
1,9.02,748,5711,6262,4456,10148,52,782,603
1,4.93,744,3432,4124,2654,7961,64,956,757
1,5.37,744,984,1510,1638,4062,76,1128,1024
1,1.2,748,9591,18058,15978,7205,36,858,294
0,1.43,748,17447,18656,12897,11506,72,1837,284
0,1.71,751,7083,18097,16988,6960,36,831,315
1,5.54,749,7567,14290,9876,8389,168,2578,610
1,9.75,742,3797,4852,3859,8010,76,1134,1025
1,2.22,744,4899,4603,2676,7213,72,1073,1024
1,5.9,744,1100,1723,1977,4603,72,1083,1024
0,1.9,751,11713,9036,15197,12909,104,2384,309
1,6.5,749,9491,14630,9706,5175,240,3700,1024
0,2.19,751,11685,9890,17498,9875,44,1064,291
1,7.25,748,3757,14775,11312,18691,48,774,448
0,0.8,749,15137,17685,17031,11232,68,1728,265
1,2.7,746,6248,10810,6633,18640,68,1014,895
1,3.82,750,7630,6402,5223,20172,84,1241,1024
0,3.37,746,3262,17582,20004,15077,56,846,570
0,2.46,750,10018,19175,11294,10193,44,1150,288
0,4.19,745,12287,5637,12213,11801,92,2194,309
1,2.96,748,11832,13125,8424,12527,60,891,572
1,7.3,747,3940,2335,3858,7628,80,1191,1025
0,2.2,751,1857,18055,12598,12769,84,2130,269
0,4.17,749,7940,15441,10552,9505,56,837,517
0,1.33,747,7450,15481,18496,11562,44,908,345
0,1.9,746,6639,16108,16845,8143,48,808,418
1,6.98,747,5912,4435,6143,11725,72,1805,306
1,10.2,739,2402,3175,2292,4746,64,956,1025
0,0.89,749,17333,17477,15715,11184,96,2432,261
1,5.34,745,211,1292,1031,5313,80,1185,1024
0,1.73,750,7417,17355,10827,8704,60,1476,273
1,5.5,746,4043,4769,3120,1391,72,1070,992
1,4.46,749,4782,16878,13961,11348,52,771,582
1,6.31,750,10385,17843,15534,18219,64,1005,464
1,4.09,740,1175,3533,2409,9526,84,1252,1024
1,1.56,746,10887,16019,10897,21746,80,1203,954
0,0.9,747,17932,18956,17340,13033,64,1720,270
0,1.27,749,5185,16340,11724,10944,84,2169,267
1,1.51,747,4610,9681,7180,8052,60,896,624
1,4.68,747,3996,4909,7839,20639,84,1254,1024
0,2.4,748,9451,18075,10859,11632,40,962,306
1,5.63,781,9268,5177,3754,5854,80,1184,1024
0,2.84,748,7149,11565,9391,15959,104,1766,428
1,5.09,740,2464,4459,4002,17439,60,914,923
1,6.0,741,5566,1108,848,17157,56,840,556
1,5.84,748,7262,2957,2345,12299,60,909,719
1,5.68,747,4789,18903,14869,8188,88,1343,675
0,1.79,749,12890,17291,13688,10438,40,722,403
0,2.68,744,4601,14328,15103,12960,52,884,416
0,2.89,747,1690,18456,17462,9352,36,753,344
1,1.38,745,16433,12276,10689,11731,64,946,673
1,5.84,748,5343,5972,4834,6593,76,1131,1024
1,1.5,744,7167,2272,1979,8092,84,1930,321
1,5.8,743,4640,11690,14422,25259,76,1139,1024
1,5.33,741,2734,2943,2172,3815,68,1045,1024
1,1.49,747,3135,4246,2793,9965,52,870,432
1,5.81,747,5028,9442,8039,2670,72,1093,1024
0,3.36,751,6909,18008,14898,7746,44,832,385
0,2.02,747,15916,17110,10444,6975,76,1956,261
1,5.37,742,3176,1639,1739,4057,76,1131,1024
1,4.97,726,1191,1389,894,3916,64,970,1024
0,1.74,745,11120,19735,14162,13270,64,1454,337
0,5.49,748,5043,4786,4104,16251,48,777,453
1,4.18,731,2790,3174,2951,5493,84,1256,1024
1,3.96,740,3448,1818,1583,1587,80,1187,1024
0,1.37,750,10861,13268,15805,12130,136,3330,290
0,1.29,745,12536,18077,15543,10324,104,2643,269
1,6.4,741,2194,4197,3663,2574,64,969,1024
0,2.67,750,11689,15491,8681,8909,36,856,303
0,2.65,744,17383,20349,16541,14698,60,909,574
1,3.44,737,5285,3976,3073,4944,76,1127,1024
1,5.41,745,7093,13259,10652,5226,76,1120,1024
1,5.99,744,7457,20041,16908,7349,192,2929,631
1,8.26,743,2256,3686,3205,17983,76,1129,922
1,5.66,744,6860,19949,18404,18315,68,1030,908
0,0.75,748,2759,18211,12077,13323,64,1513,301
0,2.51,746,10367,18986,18131,10923,64,1715,279
0,5.75,749,15010,19222,13406,7776,48,955,397
1,8.76,735,2015,1533,1047,2831,88,1301,1024
1,5.01,748,4454,4640,3606,17650,68,1011,855
0,5.33,750,6184,16413,14782,19586,84,1254,469
0,2.22,747,13151,9428,10000,16958,64,1205,377
1,5.12,749,5808,7385,5560,10497,68,1017,1024
0,1.27,750,14339,8926,7298,10568,52,1285,291
1,2.92,745,2327,8413,7629,2872,84,1255,1024
0,0.99,750,19721,18884,10471,11148,80,1950,308
1,8.8,745,4225,4010,3043,4868,80,1215,1025
1,3.26,751,15241,12586,12424,10493,72,1067,900
0,2.04,746,14274,17063,11121,11491,56,1388,295
0,4.68,744,7602,18739,16323,12287,76,1126,741
0,2.22,747,7180,17658,16948,8708,64,1515,285
1,4.93,741,1383,2669,1726,3463,76,1142,1024
1,3.2,744,5007,15032,14047,12240,104,1569,1024
0,6.78,744,11451,9508,5088,5029,72,1093,1024
1,3.28,741,2859,1866,2213,4009,80,1202,1024
1,8.39,748,5664,6192,8389,13317,60,893,655
0,2.09,750,9451,16890,11750,6609,44,1055,279
1,1.69,750,1953,7627,6613,7443,40,890,339
1,6.29,742,3817,4995,4657,1408,76,1127,992
1,3.57,769,4018,2759,2918,1830,84,1276,1024
1,3.01,745,9401,14386,10448,11629,72,1063,819
0,3.77,745,16083,18292,11693,6382,40,1004,290
1,8.54,742,3473,5289,4325,10152,84,1245,1025
0,3.89,748,12312,12906,14414,10811,68,1374,376
0,1.31,747,15075,18512,11614,12177,64,1187,386
1,1.53,746,7908,15295,10129,13169,52,780,564
0,5.18,748,17133,18591,13071,11924,40,723,407
1,3.57,747,6543,10064,6672,2767,72,1080,1024
1,8.22,749,3307,5038,3635,12690,88,1309,1025
0,3.38,744,9941,18915,12597,12328,64,951,677
0,2.33,742,5765,2613,1517,6936,44,973,344
0,3.56,747,10246,19044,13851,13650,52,785,499
1,4.48,747,1546,4135,2540,7324,64,952,585
1,4.6,746,14333,16751,12653,10528,44,667,537
0,5.5,744,4813,10799,9039,3857,84,1263,1024
1,0.88,750,14066,19533,14883,12902,92,2058,340
0,0.9,746,13763,18786,13074,11132,60,1550,287
1,3.87,747,6117,16119,12095,18230,68,1026,1024
1,3.64,747,1464,10143,11973,9136,84,1263,1024
0,2.44,746,6412,4221,4633,9759,52,1233,301
0,0.78,745,18879,18719,10172,11912,76,1914,283
1,3.1,744,4784,4767,3024,2085,68,1034,1024
0,5.56,748,5398,17409,15828,7091,52,769,503
1,3.89,749,15601,12839,10271,12767,68,1029,910
1,6.32,742,6114,7348,4494,3049,80,1193,1024
1,1.2,746,5476,18544,18125,6398,80,1786,332
0,2.81,746,5651,17101,15695,16977,60,949,431
1,5.64,747,3608,2676,3310,3680,64,966,1024
1,1.8,748,8858,9755,7020,13128,156,2322,956
1,5.22,745,1619,7146,7004,1961,92,1357,1024
0,2.21,746,3602,17426,14481,8992,52,1301,277
1,8.61,744,3614,6101,4092,1727,84,1257,1024
1,3.74,728,1328,2289,1602,2046,72,1077,1024
1,3.64,750,5958,11881,8596,10636,52,936,470
1,3.48,745,3899,2229,1342,1155,76,1130,896
0,1.34,746,6023,16838,17344,8425,48,1137,288
0,0.9,746,19261,19402,16133,12108,96,2439,291
1,1.35,749,17124,9551,7609,13606,44,669,516
0,6.3,744,12502,12307,9069,20565,124,1844,709
1,5.82,741,5427,3091,4211,18661,72,1074,805
1,3.1,744,4390,4271,2382,6351,88,1297,1024
1,3.14,747,3624,14791,17513,12954,48,728,545
1,7.38,750,6583,5702,9072,19333,64,955,1025
0,1.63,745,6442,19950,15906,11658,100,2371,330
0,3.42,744,2343,6825,5646,14317,100,1811,423
1,3.13,744,3408,3640,4629,10322,52,784,530
0,2.45,747,28,12593,15361,17848,72,1276,405
0,3.85,747,5440,19320,17630,9881,80,1686,370
1,3.08,748,9032,7107,6053,2442,88,1303,1024
1,1.31,750,17371,16979,11407,7416,68,1708,273
1,3.55,742,2221,4709,3675,17658,60,894,621
0,1.18,750,14990,17492,16016,16692,112,2311,331
0,1.51,745,3093,14770,8767,11964,40,993,323
0,4.83,749,8433,11190,8961,10026,64,954,580
1,5.79,745,114,14941,16402,5795,40,612,463
0,0.44,744,16170,3650,8407,10671,60,1582,285
1,6.11,743,2012,3126,4191,597,76,1136,992
1,1.26,742,2181,2071,1301,8436,60,901,569
0,0.9,746,18564,1703,13064,11560,72,1906,279
1,1.26,745,16132,11277,7048,8754,40,1041,268
1,5.82,742,2863,1686,1475,745,64,952,896
1,4.64,747,12452,12762,10568,5299,76,1137,1024
0,1.06,751,9159,15723,10572,13926,72,1406,349
0,4.15,747,4400,1186,1965,15789,60,942,428
0,3.02,750,11339,16742,15918,9252,56,1020,374
0,1.5,749,10091,16508,10730,14298,76,1727,343
1,5.95,744,4854,4354,2719,1556,88,1320,1024
1,4.18,749,3772,5642,5696,1559,84,1244,1024
0,1.38,746,16530,17556,13818,8699,44,1096,274
1,0.45,750,16781,17231,15918,9410,96,2477,264
0,3.05,750,5102,15069,15941,11487,48,823,408
0,1.85,746,6596,19037,18119,10364,68,1687,298
0,5.94,745,13217,19598,17013,9577,64,966,731
1,4.08,747,3888,2867,2183,6292,68,1027,1024
0,0.69,748,15150,18837,15736,10005,72,1899,274
0,2.66,745,4349,10871,7412,13081,48,811,418
1,9.32,745,4553,5122,4510,3998,68,1035,1025
0,0.91,748,12904,17764,15803,9394,56,1428,273
0,4.77,748,5701,16905,14054,6399,56,844,465
0,3.48,747,8502,16567,9316,9329,56,1240,315
0,1.3,743,8582,2801,2028,8717,36,943,282
0,0.73,749,15684,15025,9851,10475,60,1484,261
0,1.46,748,10078,18817,17799,9531,72,1926,270
0,2.83,747,10645,16991,13173,7255,76,1820,286
0,2.39,744,3584,6061,4624,12576,60,1244,328
0,1.99,745,11090,18881,14468,16317,112,2348,364
0,1.04,746,17062,17968,15409,10361,64,1690,264
1,8.91,736,2274,2420,1511,4333,80,1196,1024
0,3.24,751,10369,18733,19754,15588,52,785,607
1,7.27,749,9012,4170,3377,14264,60,890,503
0,0.85,750,9477,16787,19752,13965,120,2960,313
1,3.9,745,9972,2584,4417,7395,64,969,829
0,0.91,746,14705,16950,13522,9823,64,1654,261
1,5.06,750,3607,5541,8137,1893,76,1137,1024
1,6.98,744,2518,2670,1813,1534,68,1024,1024
0,2.43,744,12130,10894,10995,12349,44,790,399
1,3.57,746,11304,16804,9606,8226,80,1188,963
0,3.3,745,9675,12549,17088,15196,52,777,584
1,4.73,748,4159,4933,5917,19436,68,1018,923
1,8.51,731,441,1060,860,6565,64,979,1025
0,1.11,744,4735,16322,17471,9495,56,1427,262
1,1.04,745,4182,15644,11235,12743,120,1824,600
1,3.83,743,1780,2506,2881,6912,48,816,436
1,7.01,745,2955,6769,5650,2091,80,1210,1024
0,0.23,750,19101,19227,18125,12861,88,2326,283
1,8.92,743,1266,4535,3011,11817,72,1087,1025
1,3.02,748,7008,16909,15737,11276,60,888,740
1,1.86,747,13902,17387,10221,5376,44,752,409
0,0.93,749,18565,19572,18410,12101,124,3298,285
1,8.26,748,12245,17311,10440,9028,56,896,432
0,5.79,746,12304,17694,11235,7811,44,792,387
1,3.12,745,6993,8719,6398,8287,72,1083,1024
1,7.21,748,8610,10173,5819,8599,60,1457,282
1,2.96,743,2137,5274,4491,5080,72,1069,1024
0,1.73,747,10180,14088,12206,12654,84,1902,290
1,8.33,746,7105,7329,4614,15661,84,1245,801
1,6.03,735,209,2072,2259,1673,72,1076,1024
1,5.05,744,14766,17691,11428,9294,68,1020,880
1,7.44,747,3762,1948,1195,1648,68,1032,1024
1,9.12,738,2930,1380,1150,3880,72,1085,1025
1,8.85,750,8634,11752,9152,10678,80,1194,1025
1,6.15,744,4610,11238,7011,5339,84,1276,1024
0,6.01,748,6332,10087,9506,10576,80,1179,1024
1,6.2,741,4497,4286,2921,1394,72,1071,1024
1,2.24,736,840,2663,2197,3385,88,1290,1024
0,1.49,743,9691,14341,10483,11209,56,1442,295
0,4.97,747,3255,15353,16203,11012,44,829,361
0,3.84,745,5595,16576,13250,13166,76,1796,326
1,2.4,743,11593,19739,13193,15317,232,3620,942
1,1.43,744,17124,8475,6919,8364,88,1967,315
1,5.87,748,7763,15341,10541,7506,76,1127,1024
0,2.72,750,7072,11087,6849,8800,44,749,437
0,1.39,745,2140,9820,8847,15110,104,2056,322
0,5.14,746,8708,18892,15505,7589,36,935,284
0,6.39,748,12198,18922,11203,23934,88,1340,536
0,3.35,743,13642,17101,9970,7109,48,857,370
0,4.34,748,3320,14942,19656,7789,44,874,403
0,1.39,744,5462,18207,14134,10021,36,865,305
1,9.03,747,40,11542,10203,9957,84,1250,1025
0,5.82,747,5670,18932,20053,9169,60,1032,464
1,3.19,740,2522,3418,1995,1470,68,1030,1024
1,8.97,743,12192,2838,1981,14401,80,1207,1024
0,1.44,750,8996,20044,19443,16520,172,3683,362
0,2.4,750,7009,5931,8129,12360,100,2392,295
1,4.32,747,9644,18485,13818,14789,72,1062,748
1,2.89,747,6345,17696,15582,7119,52,774,495
0,0.42,747,10632,11610,7049,12395,56,1435,292
1,2.84,746,5883,1666,1087,7203,40,762,405
0,3.1,750,12774,17667,11224,11366,48,1003,343
0,4.47,748,13491,19790,14930,9911,36,939,300
0,4.1,748,13641,19903,17049,8257,40,835,382
0,3.81,749,7283,5842,6629,8109,60,898,646
1,9.08,737,406,1057,1487,2787,76,1137,1025
1,2.71,749,16962,13983,10207,9493,60,901,708
1,5.48,745,9110,13175,9102,8326,108,1654,522
0,1.14,749,8471,16623,13535,5608,40,994,262
1,3.4,743,7795,2578,2068,11148,68,1022,1024
0,2.47,751,15180,12768,17313,21911,60,891,539
1,2.53,745,3095,4308,4978,10189,76,1123,789
0,5.57,746,12128,18263,11653,7344,56,833,556
1,10.27,739,901,2961,2385,2050,72,1079,1025
1,3.69,745,3063,8525,9942,2976,96,1419,1024
0,4.98,748,5368,16463,15320,10823,72,1090,800
1,7.46,742,2072,3718,2679,9732,56,836,601
1,8.33,744,2152,4954,4306,726,208,3200,960
0,2.49,744,12492,19877,16598,13675,84,1447,496
0,2.74,749,16009,16904,9787,8169,44,976,303
1,3.65,744,9922,12818,9599,19712,72,1073,953
0,3.74,744,5609,16198,17584,8772,44,870,361
1,8.75,745,3642,5788,5815,11167,68,1016,866
1,6.25,744,11462,17224,10200,8735,48,811,401
1,6.76,742,2741,4745,3313,1074,120,1816,1024
0,4.26,746,15371,18877,15205,14404,52,929,410
1,8.73,740,1593,1857,1272,8736,84,1253,1025
0,1.51,748,13829,19052,13475,9378,56,1426,285
0,2.07,745,16977,16029,15336,9610,56,1169,314
0,4.9,750,11748,14985,8628,12993,68,1015,788
0,1.15,748,7153,11563,7320,9788,44,1137,279
0,1.06,748,6040,18230,16785,11414,136,3464,280
0,1.37,745,14953,6375,4094,10281,56,1499,269
1,3.79,750,4985,4150,5696,4803,76,1149,1024
1,1.34,749,16609,16953,15372,9424,88,1857,326
0,0.62,745,10557,10236,7734,13037,52,1389,275
0,4.79,748,18377,18897,11931,8014,72,1935,276
1,9.84,744,7870,6105,5397,7274,72,1080,1024
0,4.39,741,1710,5434,3898,11127,68,1031,957
0,2.03,750,17097,11121,11268,8608,52,1184,295
1,2.29,751,11044,18079,17987,10211,52,778,587
1,9.37,806,2288,6849,6866,10707,72,1092,1024
0,1.41,747,18903,18810,14005,10695,108,2813,275
1,5.02,743,6847,5924,4250,15518,76,1152,1024
1,7.88,744,17398,16282,12468,18460,64,954,785
1,0.35,750,20399,20446,13670,11101,108,3065,276
0,3.93,746,3140,7003,7358,18455,116,2099,429
1,4.9,749,1102,7104,8393,2494,72,1087,1024
1,3.51,727,1955,2895,2104,2648,76,1140,1024
0,1.48,748,14304,17273,13872,8931,60,1531,262
1,4.63,745,1173,3955,3631,5959,80,1181,635
1,5.73,746,235,11198,12150,4729,64,971,1024
